baseline_sample_id,variant_sample_id,axis,language,source_class,source_domain,variant_source,transform_version,baseline_text_sha256,variant_text_sha256,cosine_similarity,euclidean_distance,manhattan_distance
pbv11-sample-007-baseline,pbv11-sample-007-baseline-token_stride_drop,token_stride_drop,fr,public-domain political prose,political prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,231b055ece32c22630fe2e4510a19a736dd164b8fdffefdc647db7d34b7a34d9,69df686562983d4ef141c7a0b1667fc8ad3c8dd8ebece67b34e256d8793ca9ac,0.999935,6.003783,6.472516
pbv11-sample-007-baseline,pbv11-sample-007-baseline-token_stride_duplicate,token_stride_duplicate,fr,public-domain political prose,political prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,231b055ece32c22630fe2e4510a19a736dd164b8fdffefdc647db7d34b7a34d9,695e70c1297322cd13de0d4de68927ff43eec4ef601b25b5f48222824ebfe74d,0.993817,28.000726,28.432716
pbv11-sample-007-baseline,pbv11-sample-007-variant-d,word_order_shift,fr,public-domain political prose,political prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,231b055ece32c22630fe2e4510a19a736dd164b8fdffefdc647db7d34b7a34d9,eb45e28d462e8cc0793eb63aec00faeb1415442165eea2982909bbf8a86feb50,0.999779,8.007249,8.683926
pbv11-sample-008-baseline,pbv11-sample-008-variant-b,compressed_version,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,a80b9244a6cd72955fe9799cd1ae31eae4b062a2c2becbedad8905701b7cc38e,0.999106,13.006558,13.812144
pbv11-sample-008-baseline,pbv11-sample-008-variant-e,formalized_style,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,7a6d0baa8b9771e63b1618c3c85b6da13b86a560833e8bd9ac04724777b7c7b5,0.999986,2.001175,2.159047
pbv11-sample-008-baseline,pbv11-sample-008-variant-f,informalized_style,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,b4c2c2b99db22cd6f1e119f4e6add78d5215fb43db6465e3270102e8f6814219,0.995582,24.021321,26.271705
pbv11-sample-008-baseline,pbv11-sample-008-variant-a,punctuation_cleanup,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,f75662578cb9b7dac3d95cec5cb453120ee3306de68b9a1f46c7ae224d21cbaf,1.0,0.031816,0.044839
pbv11-sample-008-baseline,pbv11-sample-008-baseline-punctuation_strip,punctuation_strip,es,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,de3c22bfd89c3ca297bb486a3e6c056625fcc9a54850fac24024e35f297bf817,1.0,0.034158,0.048306
pbv11-sample-008-baseline,pbv11-sample-008-baseline-sentence_order_rotate,sentence_order_rotate,es,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,1.0,0.0,0.0
pbv11-sample-008-baseline,pbv11-sample-008-variant-c,sentence_split_merge,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,01e71fe9e8303381dc02edfd1d57de41b4865aa4e4f55fc9a590fae06ebd6055,0.989236,27.000201,27.245921
pbv11-sample-008-baseline,pbv11-sample-008-baseline-token_pair_swap,token_pair_swap,es,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,8a18dc1f09ed9c9f02d70cd7d9d87e4e973ec7e7ba256c9b2b770f5a5211f609,1.0,0.003395,0.003395
pbv11-sample-008-baseline,pbv11-sample-008-baseline-token_stride_drop,token_stride_drop,es,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,8a8daac0a4bbbd20531be07f78707573c39cba89a404e5dc6591383bcaf18657,0.99985,5.006763,5.499686
pbv11-sample-008-baseline,pbv11-sample-008-baseline-token_stride_duplicate,token_stride_duplicate,es,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,7cc12ad2db6b80d2039d615cc86077eab025876569645b9f5ce6b104b75e9485,0.999962,3.002804,3.302256
pbv11-sample-008-baseline,pbv11-sample-008-variant-d,word_order_shift,es,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,dedab7a51961477e0aa99b97250fe139bee4da8ab8668c12f172dc5604051266,79cd7aa034b13b773b779ff2b3ab40c7bf8deee85ba590964c4d8ea5f02b480d,0.99947,11.006292,11.784997
pbv11-sample-009-baseline,pbv11-sample-009-variant-b,compressed_version,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,aabb50ca4524dd3a5f527b4ce9b894c6649be09716faa8f458d2b4246a9e4034,0.999752,0.696509,1.43985
pbv11-sample-009-baseline,pbv11-sample-009-variant-e,formalized_style,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,6642a08575dcff4d28877dacbd361a6b534a29147d47612d02cbaa16fab410c4,0.999747,0.395309,0.65976
pbv11-sample-009-baseline,pbv11-sample-009-variant-f,informalized_style,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,d57e06fdb7c00c8be9ce1ed110135e77063186e646304ee88468c39697694760,0.989704,3.57843,5.071218
pbv11-sample-009-baseline,pbv11-sample-009-variant-a,punctuation_cleanup,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,fff15342068dcd367721f454bf3723f94e473c278cd211ff939617875726b7e9,0.96568,14.000009,14.022928
pbv11-sample-009-baseline,pbv11-sample-009-baseline-punctuation_strip,punctuation_strip,de,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,03a13e53280dfdbf8f59b5837d586257a48f46632f5bc24b8e773ffd52d05f36,0.965654,14.000014,14.028261
pbv11-sample-009-baseline,pbv11-sample-009-baseline-sentence_order_rotate,sentence_order_rotate,de,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,7face470462adea2c6a26656581468c8c9f0283175e51f7566f338cf2b3ec9ce,1.0,0.005277,0.005277
pbv11-sample-009-baseline,pbv11-sample-009-variant-c,sentence_split_merge,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,9e8c12963cc7a28292291e2e7e1e0ad1ffcd1b6107f2e5fb968b311959c8eaf6,0.985696,4.003811,4.407416
pbv11-sample-009-baseline,pbv11-sample-009-baseline-token_pair_swap,token_pair_swap,de,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,a7d1fbcfeaa19ac17280a85d1a055d62921ed9525961ce9b18481b77266eb4a8,1.0,0.005277,0.005277
pbv11-sample-009-baseline,pbv11-sample-009-baseline-token_stride_drop,token_stride_drop,de,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,f5caec64c5161177bd36c48931065d174a65af1f14173ea8a54a1c46bba31736,0.998088,1.534783,2.228168
pbv11-sample-009-baseline,pbv11-sample-009-baseline-token_stride_duplicate,token_stride_duplicate,de,public-domain government text,government prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,3eb6427aa34e3423af9a4fe8b7983333abaa09545580ce6359d4c3b63b4c0570,0.989568,3.676426,4.306037
pbv11-sample-009-baseline,pbv11-sample-009-variant-d,word_order_shift,de,public-domain government text,government prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,b13990d3ab6bd9936c8d17eb4ebebe82920481e4ce980c0aa8d162e45ec63ba1,c53eda40110615e93ed63b4c559ddd0c8c1e0cf35e3a61425d256ee12b15a12b,0.999969,0.135137,0.239499
pbv11-sample-010-baseline,pbv11-sample-010-variant-b,compressed_version,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,bb65261e4c75dba57f61a2f16ed04e05b7436279738a34b17bd52dba35d3d0d0,0.997588,22.026277,24.276387
pbv11-sample-010-baseline,pbv11-sample-010-variant-e,formalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,3f756983560f1d887e03f970dee2c34640645c81e410ae9bd0ccd4126d817ffc,0.999994,2.003566,2.235909
pbv11-sample-010-baseline,pbv11-sample-010-variant-f,informalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,d1d154b145e744ed9bbb553138967eefa02a48d96214dd42f6e907a04b94e814,0.999994,2.002685,2.20757
pbv11-sample-010-baseline,pbv11-sample-010-variant-a,punctuation_cleanup,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,de1241a5d066234a69746c962a5ae62ab7be89bf8260819fcb44f206bdf957e5,1.0,0.037195,0.052337
pbv11-sample-010-baseline,pbv11-sample-010-baseline-punctuation_strip,punctuation_strip,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,86689c718a9a9d69e9515eca5728dedc99876ce8451253e432035fea6400e574,1.0,0.039439,0.055744
pbv11-sample-010-baseline,pbv11-sample-010-baseline-sentence_order_rotate,sentence_order_rotate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,1.0,0.0,0.0
pbv11-sample-010-baseline,pbv11-sample-010-variant-c,sentence_split_merge,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,f28e8da3d5c73dfcf938c5ca1dbf07e4f7ef0e2a9fbf519c654029c19714ee58,0.788991,48.857143,48.857143
pbv11-sample-010-baseline,pbv11-sample-010-baseline-token_pair_swap,token_pair_swap,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,15e2518e2c2869e507a2cfa77de92ea2f8abf220392a6ff2afbaf74b2b17465b,1.0,0.003328,0.003328
pbv11-sample-010-baseline,pbv11-sample-010-baseline-token_stride_drop,token_stride_drop,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,0a25092362c89d656b5e23729132ac924141488ce4b5b68be8c875de99b49be1,0.999908,6.004436,6.473023
pbv11-sample-010-baseline,pbv11-sample-010-baseline-token_stride_duplicate,token_stride_duplicate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,5ab8c5078f1aa3755107009d4bc3e350f93a26473824c291290cc4c2333c2d4a,0.999958,4.002126,4.299924
pbv11-sample-010-baseline,pbv11-sample-010-variant-d,word_order_shift,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,52e59ac496354d9847863562303c0e98a98fabeef42f73174d6d91bde3e335cf,0b80f898eb7034c39bfdfc51d49f04617154192bb5495227cbad7c572186601a,0.989816,28.5,28.5
pbv11-sample-011-baseline,pbv11-sample-011-variant-b,compressed_version,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,d5fa5b3e51c7e16b492c75c31717502caa2ad08215e61e760a6a3dd7d95a13bb,0.995741,5.033976,6.333855
pbv11-sample-011-baseline,pbv11-sample-011-variant-e,formalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,367190ead56940bdb6d720d46eea7863d33c0057334d23e5f0518b894b0c99b3,0.999859,2.02066,2.519628
pbv11-sample-011-baseline,pbv11-sample-011-variant-f,informalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,f7fa368b6599344c9b491da7944783b699e4e2fd5e63b97e4225a614cb8397d9,0.999844,2.015958,2.489107
pbv11-sample-011-baseline,pbv11-sample-011-variant-a,punctuation_cleanup,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,c1e5c45de20120c3a67b671ad507a17bde32ffdd6925f0ca233c7f13f5f6ebc1,0.999999,0.026851,0.037775
pbv11-sample-011-baseline,pbv11-sample-011-baseline-punctuation_strip,punctuation_strip,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,72d929fdf3221abbd323889d121fbaf31604b6cb53feb918eef9946cc3f48eb5,0.999998,0.046543,0.06577
pbv11-sample-011-baseline,pbv11-sample-011-baseline-sentence_order_rotate,sentence_order_rotate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,1.0,0.0,0.0
pbv11-sample-011-baseline,pbv11-sample-011-variant-c,sentence_split_merge,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,840db5999aa0aa6121dc6dd908599f6cbf3ea7771947c55f8f3a9a2b537c2cee,0.893591,15.333333,15.333333
pbv11-sample-011-baseline,pbv11-sample-011-baseline-token_pair_swap,token_pair_swap,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,e5621273225eab03c56048a7629c1460709b5b9fdd09b739d117ee80be8ed0b1,1.0,0.008438,0.008438
pbv11-sample-011-baseline,pbv11-sample-011-baseline-token_stride_drop,token_stride_drop,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,a2f22d0f5970155fcffbf43a71db8df65ecc24e54fffb310559ad530cbb63ec5,0.999645,2.006562,2.329968
pbv11-sample-011-baseline,pbv11-sample-011-baseline-token_stride_duplicate,token_stride_duplicate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,a4f3a7e82f49b6abc9b3334f6b36d7d0d327f248b6b3a18ae6eaeb507c5779ec,0.999965,1.049606,1.635725
pbv11-sample-011-baseline,pbv11-sample-011-variant-d,word_order_shift,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,9953c1b8ec8adf59b0bafa819233b474809af3c645404468df69920dd7b13ce1,af3b0655972d87ae7343d0d200142fe02e549675bc388b8ff22ec30e55eb9ab6,0.964364,11.5,11.5
pbv11-sample-012-baseline,pbv11-sample-012-variant-b,compressed_version,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,0da3f98ae8d12da4eba927c29bca0e7fefbd5848e291461fbf31c77ec1537fb5,0.997086,19.018655,20.667341
pbv11-sample-012-baseline,pbv11-sample-012-variant-e,formalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,100605afa6d9753d43b554a9de1ee9f9b514f53e975a7ceed702263a9f7d8814,0.999992,2.007909,2.382418
pbv11-sample-012-baseline,pbv11-sample-012-variant-f,informalized_style,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,fe2c5697d707cd1d603a225d23753ee260b2613ac34721ca4f48054cd9635f97,0.999992,2.00602,2.342522
pbv11-sample-012-baseline,pbv11-sample-012-variant-a,punctuation_cleanup,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,260edaeb704c5080570539b1680f1b98e027dd4856d539926158ed8bf7b9b947,0.999999,0.049085,0.069014
pbv11-sample-012-baseline,pbv11-sample-012-baseline-punctuation_strip,punctuation_strip,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,0dec8821cfb7485f7073fcc4d33ac8667cd5d7efc2706f627be6216eb0609a71,0.999999,0.059258,0.083697
pbv11-sample-012-baseline,pbv11-sample-012-baseline-sentence_order_rotate,sentence_order_rotate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,1.0,0.0,0.0
pbv11-sample-012-baseline,pbv11-sample-012-variant-c,sentence_split_merge,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,348edc091b131a89e9622f73252be3fe421d1e3f4903aaee34dd7ea137f00dc7,0.726057,42.0,42.0
pbv11-sample-012-baseline,pbv11-sample-012-baseline-token_pair_swap,token_pair_swap,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,39493a791970c32d0ff6d50fbda9bb0bba692465235922351bb883f2760bdd3f,1.0,0.004339,0.004339
pbv11-sample-012-baseline,pbv11-sample-012-baseline-token_stride_drop,token_stride_drop,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,92e045a6f9ec1c3fb2bb5af679737fb48ec67f1d18c929dd8927be3b611b869a,0.999925,5.012819,5.731747
pbv11-sample-012-baseline,pbv11-sample-012-baseline-token_stride_duplicate,token_stride_duplicate,en,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,c9b1645be5d0cc11a721214bb8a3e6e0cba45e18757f931e70ecfa5633b4386a,0.989012,22.008689,23.180795
pbv11-sample-012-baseline,pbv11-sample-012-variant-d,word_order_shift,en,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,ec6f4c4b8a09a99d0ab851ade571302fa5ddbc10c674afad348ac72e22f0a423,873f89763001a8944b2821a0b6cc9bd3efb1c8cb5ffa651303af1e671a207216,0.988024,24.0,24.0
pbv11-sample-013-baseline,pbv11-sample-013-variant-b,compressed_version,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,525b8e081a2cf78676f35bbc2440d05046bf47d6d1dfbd3ce0cb5163c78a54ae,0.989794,2.086052,3.344178
pbv11-sample-013-baseline,pbv11-sample-013-variant-e,formalized_style,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,0307122de8c31fa7283b7886f899d9f26cb7d2dab3d69042d4f4e57bd0098fe8,0.99955,0.70021,1.09995
pbv11-sample-013-baseline,pbv11-sample-013-variant-f,informalized_style,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,85b24ce2d47e76c941796f4a2962fd2e6e2d6355349a2b3ca35713cd78e5db79,0.99955,0.70021,1.09995
pbv11-sample-013-baseline,pbv11-sample-013-variant-a,punctuation_cleanup,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,4e48e8c9b45a6f61ec3cb76ddd0a621e5ce7299b9be21fd49ca84c7d145a5583,0.999999,0.018231,0.026556
pbv11-sample-013-baseline,pbv11-sample-013-baseline-punctuation_strip,punctuation_strip,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,86f6da743e2f166cb7727ebd9ad328b54906e67a59fb3870abb6c62855df0524,0.894394,18.003124,18.577303
pbv11-sample-013-baseline,pbv11-sample-013-baseline-sentence_order_rotate,sentence_order_rotate,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,ac04e83d807175311b9fcd5e1591164bf3986dd2c458ac6e7c7f24c837c7eb9d,1.0,0.006116,0.006116
pbv11-sample-013-baseline,pbv11-sample-013-variant-c,sentence_split_merge,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,1008ecfed16ccae7163e5f0d38b633168c602d87904ba350d6f0d22eaba27d82,0.969608,3.6,3.6
pbv11-sample-013-baseline,pbv11-sample-013-baseline-token_pair_swap,token_pair_swap,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,352026fd87015c705a9b34eb1a63aa560cacb0b85d95d48f7afe0172fe018db3,1.0,0.006116,0.006116
pbv11-sample-013-baseline,pbv11-sample-013-baseline-token_stride_drop,token_stride_drop,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,c25ba0768671e48abdac5fd81408982b9ae41aca02548800b76184741ea41af8,0.987449,3.505138,3.951668
pbv11-sample-013-baseline,pbv11-sample-013-baseline-token_stride_duplicate,token_stride_duplicate,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,4b57519b6ba4f2678c87dd7a46819501cd4a5eae7a5972e24bb3fe664d565173,0.999891,0.37915,0.700035
pbv11-sample-013-baseline,pbv11-sample-013-variant-d,word_order_shift,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,7bb0c4e04d7a2f6c11b1fc45bc9fae4f7460cf33e30b46d76dde4df1c773b1b3,eaa87c4fad8cabad69f17c21e417f4846b3a9369fbcb58a87d77173759dc86a4,1.0,0.0,0.0
pbv11-sample-014-baseline,pbv11-sample-014-variant-b,compressed_version,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,747587d72e6b65c5a2c268a20c6675a9afb942fd23e095ba5ce690545e47f348,9255ba3eaedf7a9711e2791c9a1b14b23c6fbff22714eab5bcf21c5bcc2a72c0,0.994349,14.016827,15.186551
pbv11-sample-014-baseline,pbv11-sample-014-variant-e,formalized_style,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,747587d72e6b65c5a2c268a20c6675a9afb942fd23e095ba5ce690545e47f348,9dfc70d321b93d4a928cfc5395fd78d2ccf393a2e5fa507edfcfc1753267a896,0.999967,2.00656,2.294019
pbv11-sample-014-baseline,pbv11-sample-014-variant-f,informalized_style,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,747587d72e6b65c5a2c268a20c6675a9afb942fd23e095ba5ce690545e47f348,966653cffccc1471bfb2cfff77ff7f45effb395b89c9f24337fd42d3d4ff9232,0.999967,2.00656,2.294019
pbv11-sample-014-baseline,pbv11-sample-014-variant-a,punctuation_cleanup,fr,public-domain literary text,literary prose,public-benchmark-v1.1-released-variant,released-public-benchmark-v1.1,747587d72e6b65c5a2c268a20c6675a9afb942fd23e095ba5ce690545e47f348,d005d646cb36d15b9c8cf682352effb2e3dfc26374f19689aaae108b4a4c8b87,1.0,0.036899,0.053338
pbv11-sample-014-baseline,pbv11-sample-014-baseline-punctuation_strip,punctuation_strip,fr,public-domain literary text,literary prose,deterministic-in-memory-public-transform,deterministic-public-growth-v1,747587d72e6b65c5a2c268a20c6675a9afb942fd23e095ba5ce690545e47f348,32ca31a050b60b7d738cd1d277a3b7cec6ea190ea2a4cd1dffeec7cc6c47e431,0.999997,0.100515,0.201972
